DOCTECH_numero;Designation;Maturity;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;perimetro
2D0003218P;VITRE LUNETTE CHAUFFANTE TEINTEE;Refused; 6; 8;0,7500000;43;VISIBILITE;X52;F10707;Fonction;VITRE DE LUNETTE ARRIERE;Renault;8;Projet;X52 MERCOSUL;NA;NA;NA; 2;NA;0RDBA;NA; 1;Valide;NA;05/06/2015;F10707/AA;NA;NA;VITRE DE LUNETTE AR;7007.11;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;903008098R;VITRE LUNETTE CHAUFFANTE TEINTEE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;RSE;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;49;903004216R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 6,332;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---;23;NA;43 - VISIBILITE
2D0003279P;VITRE MOBILE PORTE AV G;Refused; 2; 3;0,6666667;43;VISIBILITE;X52;F10709;Fonction;VITRE DE PORTE AVANT;Renault;2;Projet;TEINTEE;NA;NA;NA; 6;NA;0RDBA;NA; 1;Valide;NA;05/06/2015;F10709/AE;NA;NA;VITRE MOBILE DE PORTE AVANT D;7007.11;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;803000541R;VITRE MOBILE PORTE AV D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;R--;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;3S;803002254R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 2,898;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 7;NA;43 - VISIBILITE
2D0003317P;LEVE-VITRE AR D MANUEL;Refused; 3; 4;0,7500000;32;ETANCHEITE - MANOEUVRE;X52;F10437;Fonction;MECANISME DE LEVE VITRE ARRIERE;Renault;1;Projet;MANUEL;NA;NA;NA; 2;NA;0RDBA;NA; 1;Valide;NA;28/09/2015;F10437/AE;NA;NA;MECANISME DE LEVE VITRE ARRIERE D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR,UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;827201086R;LEVE-VITRE AR D MANUEL;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS,COR;NA;R--;NA;-;YAR;NA;IRAMEC AUTOPECAS SA.;2T;827202131R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 0,602;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 8;NA;32 - ETANCHEITE - MANOEUVRE
2D0003318P;LEVE-VITRE AV G ELECTRIQUE;Refused; 3; 4;0,7500000;32;ETANCHEITE - MANOEUVRE;X52;F10438;Fonction;MECANISME DE LEVE VITRE AVANT;Renault;2;Projet;ELECTRIQUE;NA;NA;NA; 3;NA;0RDBA;NA; 1;Valide;NA;28/09/2015;F10438/AE;NA;NA;MECANISME DE LEVE-VITRE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR,UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;807208433R;LEVE-VITRE AV D ELECTRIQUE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS,COR;NA;R-E;NA;-;YAR;NA;IRAMEC AUTOPECAS SA.;6S;807209389R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 1,102;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 8;NA;32 - ETANCHEITE - MANOEUVRE
2D0003319P;LEVE-VITRE AV G ANTIPINCEMENT;Refused; 3; 4;0,7500000;32;ETANCHEITE - MANOEUVRE;X52;F10438;Fonction;MECANISME DE LEVE VITRE AVANT;Renault;5;Projet;LEVE VITRE IMP;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;05/09/2016;F10438/AE;NA;NA;MECANISME DE LEVE-VITRE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;OCM,UAS,COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;807201829R;LEVE-VITRE AV D ANTIPINCEMENT;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;OCM,COR,UAS;NA;R-E;NA;-;YAR;NA;IRAMEC AUTOPECAS SA.;C6;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;---;BE;---;BE;NA; 1,119;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---;10;NA;32 - ETANCHEITE - MANOEUVRE
2D0003320P;LEVE-VITRE AR G ANTIPINCEMENT;Refused; 3; 4;0,7500000;32;ETANCHEITE - MANOEUVRE;X52;F10437;Fonction;MECANISME DE LEVE VITRE ARRIERE;Renault;3;Projet;LEVE VITRE IMP;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;05/09/2016;F10437/AE;NA;NA;MECANISME DE LEVE VITRE ARRIERE D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;OCM,UAS,COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;827203526R;LEVE-VITRE AR D ANTIPINCEMENT;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;OCM,COR,UAS,ORA;NA;R-E;NA;-;YAR;NA;IRAMEC AUTOPECAS SA.;9W;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;---;BE;---;BE;NA; 1,118;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 8;NA;32 - ETANCHEITE - MANOEUVRE
2D0003340P;GARNITURE PIED MILIEU SUP G;Refused; 1; 2;0,5000000;62;HABILLAGE INTERIEUR;XHA;F10365;Fonction;GARNITURE DE PIED MILIEU;Renault;1;Projet;XHA;NA;NA;NA; 2;NA;0RDBA;NA; 3;Valide;NA;21/03/2017;F10365/AC;NA;NA;GARNITURE SUP DE PIED MILIEU D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;769135767R;GARNITURE PIED MILIEU SUP D;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;SMI,EXT;0M000;Officielle;EXT,ORU;NA;RS-;NA;-;320;NA;GRUPO ANTOLIN PLASBUR SA;GW;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--A;BE;--A;BE;NA; 0,261;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 4;NA;62 - HABILLAGE INTERIEUR
2D0003354P;LEVE-VITRE AV G;Refused; 2; 3;0,6666667;32;ETANCHEITE - MANOEUVRE;X52;F10438;Fonction;MECANISME DE LEVE VITRE AVANT;Renault;1;Projet;MANUEL;NA;NA;NA; 3;NA;0RDBA;NA; 1;Valide;NA;28/09/2015;F10438/AE;NA;NA;MECANISME DE LEVE-VITRE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR,UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;807207794R;LEVE-VITRE AV D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS,COR;NA;R--;NA;-;YAR;NA;IRAMEC AUTOPECAS SA.;45;807204055R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 0,684;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 7;NA;32 - ETANCHEITE - MANOEUVRE
2D0003429P;VITRE FIXE PORTE AR G;Validated; 1; 1;0,0000000;43;VISIBILITE;X52;F10708;Fonction;VITRE DE PORTE ARRIERE;Renault;3;Projet;B52;NA;NA;NA; 9;NA;0RDBA;NA; 3;Valide;NA;05/06/2015;F10708/AA;NA;NA;VITRE FIXE DE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;822628678R;VITRE FIXE PORTE AR D TEINTEE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;RS-;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;9N;822622242R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 0,536;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;43 - VISIBILITE
2D0003495P;VITRE MOBILE PORTE AR G;Refused; 1; 2;0,5000000;43;VISIBILITE;X52;F10708;Fonction;VITRE DE PORTE ARRIERE;Renault;3;Projet;B52;NA;NA;NA; 9;NA;0RDBA;NA; 1;Valide;NA;05/06/2015;F10708/AC;NA;NA;VITRE MOBILE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;823000473R;VITRE MOBILE PORTE AR D TEINTEE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;RS-;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;89;823006406R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--A;BE;--A;BE;NA; 2,457;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 3;NA;43 - VISIBILITE
2D0003507P;VITRE MOBILE PORTE AR G;Validated; 1; 1;0,0000000;43;VISIBILITE;X52;F10708;Fonction;VITRE DE PORTE ARRIERE;Renault;2;Projet;L52;NA;NA;NA; 9;NA;0RDBA;NA; 3;Valide;NA;05/06/2015;F10708/AC;NA;NA;VITRE MOBILE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;823005135R;VITRE MOBILE PORTE AR D TEINTEE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;RS-;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;L1;823005088R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 2,882;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;43 - VISIBILITE
2D0003589P;VITRE FIXE PORTE AR G;Validated; 1; 1;0,0000000;43;VISIBILITE;X52;F10708;Fonction;VITRE DE PORTE ARRIERE;Renault;2;Projet;L52;NA;NA;NA; 9;NA;0RDBA;NA; 1;Valide;NA;05/06/2015;F10708/AA;NA;NA;VITRE FIXE DE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;822629295R;VITRE FIXE PORTE AR D TEINTEE;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;RS-;NA;-;4AZ;NA;SAINT GOBAIN ARGENTINA;5E;822624282R;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;---;BE;---;BE;NA; 0,496;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;43 - VISIBILITE
2D0003592P;CABLE COMMANDE OVRT TRAPPE CARBURANT;Validated; 3; 3;0,0000000;31;ACCES - PROTECTION VEHICULE;X52;F16394;Fonction;COMMANDE OUVERTURE TRAPPE CARBURANT;Renault;4;Projet;B52 PH2 DAD BADGE RENAULT;NA;NA;NA; 1;NA;0M000;NA; 3;Valide;NA;17/05/2019;F16394/AB;NA;NA;CABLE 1 COMMANDE OUVERTURE MECANIQUE TRAPPE A CRBT;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;TAN,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;788221072R;CABLE COMMANDE OVRT TRAPPE CARBURANT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP,TAN;NA;R--;NA;-;YAR;NA;ORAU ORHAN OTOMOTIV KONTROL;E1;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA; 0,055;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--B; 7;NA;31 - ACCES - PROTECTION VEHICULE
2D0003850P;BOUCLIERE AR L46;Refused; 1; 1;1,0000000;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;X52;F10472;Fonction;PEAU DE BOUCLIER AR;Renault;23;Projet;PH2    L52 RENAULT;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;22/01/2016;F10472/AB;NA;NA;PEAU DE BOUCLIER AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;850224546R;PEAU BOUCLIER AR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;EXT,MOP,TOA;NA;R--;NA;-;NA;NA;SC DELTA INVEST SRL;J5;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;--B;BE;--B;BE;NA; 3,062;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 4;NA;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
2D0003850P;PEAU BOUCLIER AR;Validated; 2; 2;0,0000000;41;ACCESSOIRES EXT - BOUCLIERS - BAGUETTES;X52;F10472;Fonction;PEAU DE BOUCLIER AR;Renault;23;Projet;PH2    L52 RENAULT;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;22/01/2016;F10472/AB;NA;NA;PEAU DE BOUCLIER AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;850224546R;PEAU BOUCLIER AR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;EXT,MOP,TOA;NA;R--;NA;-;NA;NA;SC DELTA INVEST SRL;J5;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;--B;BE;--B;BE;NA; 3,062;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 4;NA;41 - ACCESSOIRES EXT - BOUCLIERS - BAGUETTES
2D0004136P;LEVE-VITRE AV D ANTIPINCEMENT;Refused; 2; 3;0,6666667;32;ETANCHEITE - MANOEUVRE;X52;F10438;Fonction;MECANISME DE LEVE VITRE AVANT;Renault;4;Projet;ELECTRIQUE IMP X52 PH2 DD PITESTI;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;10/09/2015;F10438/AE;NA;NA;MECANISME DE LEVE-VITRE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP,TAN;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;807206842R;LEVE-VITRE AV D ANTIPINCEMENT;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TAN,MOP;NA;R-E;NA;-;NA;NA;MAGNA AUTOMOTIVE POLAND SP.Z;28;NA;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;NA;NA;NA;---;BE;---;BE;NA; 1,400;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 4;NA;32 - ETANCHEITE - MANOEUVRE
2D0004171P;TUYAU RIGIDE FREIN ABS CPR AR D;Validated; 1; 1;0,0000000;83;FREINAGE;X52;F10711;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;Renault;1;Projet;B52 / AVEC ABS / DG / SAUF K9K - HRGN01;NA;NA;NA;11;NA;0RDBA;NA; 5;Valide;NA;10/05/2018;F10711/AN;NA;NA;TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS;8708.3;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;462825782R;TUYAU RIGIDE FREIN ABS CPR AR D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;XF;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,114;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;---; 2;NA;83 - FREINAGE
2D0004172P;TUYAU RIGIDE FREIN ABS CPR AR G;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10711;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;Renault;1;Projet;B52 / AVEC ABS / DG / SAUF K9K - HRGN01;NA;NA;NA;11;NA;0RDBA;NA; 3;Valide;NA;10/05/2018;F10711/AO;NA;NA;TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS;8708.3;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;462830670R;TUYAU RIGIDE FREIN ABS CPR AR G;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;9G;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,106;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
2D0004174P;TUYAU RIGIDE FREIN ABS ROUE AV G;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10172;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AV;Renault;1;Projet;BKL52 / AVEC ABS / DAG SAUF EURO6;NA;NA;NA;22;NA;0RDBA;NA; 4;Valide;NA;10/05/2018;F10172/AD;NA;NA;TUYAU G DE FREIN ENTRE BLOC ABS ET ROUE AV;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;462427241R;TUYAU RIGIDE FREIN ABS ROUE AV G;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;N3;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--B;BE;--B;BE;NA; 0,148;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
2D0004186P;TUYAU RIGIDE FREIN M/CYL SGD ABS;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10170;Fonction;CIRCUIT ABS ENTRE ASSISTANCE ET BLOC HYDRAULIQUE;Renault;1;Projet;BKL52 /  ABS SANS ESP / DAG;NA;NA;NA;13;NA;0RDBA;NA; 2;Valide;NA;10/05/2018;F10170/AD;NA;NA;TUYAU SECONDAIRE ENTRE ADF ET BLOC ABS;8708.3;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;462520638R;TUYAU RIGIDE FREIN M/CYL SGD ABS;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;VX;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,093;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
2D0004190P;TUYAU RIGIDE FREIN CPR TRAIN AR D;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10711;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;Renault;1;Projet;B52 / AVEC ABS / DG / SAUF K9K - HRGN01;NA;NA;NA;11;NA;0RDBA;NA; 6;Valide;NA;10/05/2018;F10711/AP;NA;NA;TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;463152565R;TUYAU RIGIDE FREIN CPR TRAIN AR D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;AB;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,222;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
2D0004191P;TUYAU RIGIDE FREIN CPR TRAIN AR D;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10711;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;Renault;2;Projet;L52 / AVEC ABS / DG SAUF  HRGN01;NA;NA;NA;11;NA;0RDBA;NA; 6;Valide;NA;10/05/2018;F10711/AP;NA;NA;TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;463157447R;TUYAU RIGIDE FREIN CPR TRAIN AR D;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;S5;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,225;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
2D0004193P;TUYAU RIGIDE FREIN CPR TRAIN AR G;Validated; 2; 2;0,0000000;83;FREINAGE;X52;F10711;Fonction;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;Renault;1;Projet;B52 / AVEC ABS / DG / SAUF K9K - HRGN01;NA;NA;NA;11;NA;0RDBA;NA;10;Valide;NA;10/05/2018;F10711/AQ;NA;NA;TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR;8708.3;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;COR;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;463164245R;TUYAU RIGIDE FREIN CPR TRAIN AR G;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;COR;NA;PS-;NA;D;XPR;NA;TI AUTOMOTIVE ARGENTINA;9V;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--A;BE;--A;BE;NA; 0,109;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--A; 3;NA;83 - FREINAGE
